model_id,display_name,provider,market_status,serving_mode,server_country,server_country_status,server_country_source,server_country_source_url,estimation_country_code,estimation_country_status,estimation_country_source,estimation_country_source_url,active_parameters_billion,total_parameters_billion,parameter_value_status,parameter_confidence,parameter_source,parameter_source_url,notes,input_modalities,output_modalities,context_window_tokens,max_output_tokens,vision_support,architecture_notes,modalities_source,modalities_source_url,context_source,context_source_url,architecture_source,architecture_source_url,release_date,release_source,release_source_url,screening_method_id,screening_reference_anchor,screening_effective_active_parameters_billion_low,screening_effective_active_parameters_billion_central,screening_effective_active_parameters_billion_high,screening_per_request_energy_wh_low,screening_per_request_energy_wh_central,screening_per_request_energy_wh_high,screening_per_request_carbon_gco2e_low,screening_per_request_carbon_gco2e_central,screening_per_request_carbon_gco2e_high,screening_per_hour_energy_wh_low,screening_per_hour_energy_wh_central,screening_per_hour_energy_wh_high,screening_per_hour_carbon_gco2e_low,screening_per_hour_carbon_gco2e_central,screening_per_hour_carbon_gco2e_high,screening_notes,training_tokens_estimate_trillion,training_tokens_status,training_tokens_source,training_tokens_source_url,training_regime,training_regime_status,training_regime_source,training_regime_source_url,training_multimodal,training_multimodal_source,training_multimodal_source_url,training_hardware_class_proxy,training_hardware_source,training_hardware_source_url,training_multifactor_method_id,training_multifactor_anchor,training_f_params_low,training_f_params_central,training_f_params_high,training_f_tokens_low,training_f_tokens_central,training_f_tokens_high,training_f_regime_low,training_f_regime_central,training_f_regime_high,training_f_arch_low,training_f_arch_central,training_f_arch_high,training_f_hardware_low,training_f_hardware_central,training_f_hardware_high,training_energy_wh_low,training_energy_wh_central,training_energy_wh_high,training_carbon_tco2e_low,training_carbon_tco2e_central,training_carbon_tco2e_high,training_multifactor_notes
gopher-280b,Gopher 280B,deepmind,research,closed,United Kingdom,documented_region_proxy,DeepMind model report,https://deepmind.com/blog/article/scaling-language-models-gopher,GB,documented_region_proxy,DeepMind report,https://deepmind.com/blog/article/scaling-language-models-gopher,280,280,observed,high,DeepMind Gopher paper,https://deepmind.com/blog/article/scaling-language-models-gopher,Research release describing 280B parameter dense language model.,text,text,4096,4096,no,Dense decoder transformer with improved scaling properties.,DeepMind blog,https://deepmind.com/blog/article/scaling-language-models-gopher,DeepMind blog,https://deepmind.com/blog/article/scaling-language-models-gopher,DeepMind blog,https://deepmind.com/blog/article/scaling-language-models-gopher,2021-12-01,DeepMind release,https://deepmind.com/blog/article/scaling-language-models-gopher,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,302.4000,319.2000,336.0000,0.3730,0.4136,0.4622,0.0671,0.0744,0.0832,12.9058,14.3106,15.9921,2.3217,2.5742,2.8787,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",6,screening_prior,DeepMind Gopher release,https://deepmind.com/blog/article/scaling-language-models-gopher,pretraining,screening_prior,Scaling language models: Gopher,https://deepmind.com/blog/article/scaling-language-models-gopher,no,DeepMind Gopher paper centered on text modeling,https://deepmind.com/blog/article/scaling-language-models-gopher,modern_hyperscale_gpu,,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0000,1.0000,1.0000,0.8000,0.9000,1.0000,1087744856.0129,1360415728.7797,1836276732.2562,296.4013,296.4013,344.7665,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
glam-130b,GLaM 130B,google,research,research,United States,documented_region_proxy,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,US,documented_region_proxy,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,130,130,documented,high,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,Mixture-of-experts model featuring 624 experts with conditional computation.,text,text,2048,2048,no,Sparsely-gated MoE mixture-of-experts trained on diverse corpora.,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,2021-02-25,Google AI blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,132.6000,136.5000,143.0000,0.1845,0.1845,0.1885,0.0710,0.0710,0.0726,6.3837,6.3837,6.5221,2.4566,2.4566,2.5120,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",4,screening_prior,Google AI GLaM blog,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,pretraining,screening_prior,GLaM release | Google,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,no,GLaM blog details conditional computation for text,https://ai.googleblog.com/2021/02/glam-sparsely-gated-mixture-of-experts.html,modern_hyperscale_gpu,,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,0.7000,0.9000,1.1000,0.8000,0.9000,1.0000,298626758.1618,378972953.0172,513835877.4559,130.8039,130.8039,140.5840,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
lamda-1,LaMDA 1,google,research,closed,United States,documented_region_proxy,Google AI blog,https://blog.google/technology/ai/lamda/,US,documented_region_proxy,Google AI blog,https://blog.google/technology/ai/lamda/,137,137,estimated,low,Google presentation,https://blog.google/technology/ai/lamda/,Dialog-friendly research model with improved safety controls.,text,text,2048,2048,no,Decoder transformer based on Transformer architecture derivatives.,Google blog,https://blog.google/technology/ai/lamda/,Google blog,https://blog.google/technology/ai/lamda/,Google blog,https://blog.google/technology/ai/lamda/,2021-02-18,LaMDA announcement,https://blog.google/technology/ai/lamda/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,147.9600,156.1800,164.4000,0.2032,0.2097,0.2182,0.0782,0.0807,0.0840,7.0307,7.2556,7.5497,2.7057,2.7922,2.9064,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",3,screening_prior,Google LaMDA blog,https://blog.google/technology/ai/lamda/,pretraining,screening_prior,LaMDA blog post | Google,https://blog.google/technology/ai/lamda/,no,LaMDA announcement describing dialog-only model,https://blog.google/technology/ai/lamda/,modern_hyperscale_gpu,,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0000,1.0000,1.0000,0.8000,0.9000,1.0000,332815990.7907,332815990.7907,364698684.3935,94.4195,114.8726,171.6886,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
opt-175b,OPT 175B,meta,open_weight,open,United States,documented_region_proxy,Meta AI blog,https://ai.facebook.com/blog/opt/,US,documented_region_proxy,Meta AI blog,https://ai.facebook.com/blog/opt/,175,175,documented,high,OPT release,https://ai.facebook.com/blog/opt/,Open-source release detailing training compute and architecture.,text,text,2048,2048,no,Dense decoder transformer with 2048 context.,Meta AI blog,https://ai.facebook.com/blog/opt/,Meta AI blog,https://ai.facebook.com/blog/opt/,Meta AI blog,https://ai.facebook.com/blog/opt/,2022-05-03,OPT release blog,https://ai.facebook.com/blog/opt/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,175.0000,175.0000,178.5000,0.2337,0.2337,0.2379,0.0900,0.0900,0.0916,8.0860,8.0860,8.2313,3.1140,3.1140,3.1694,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",4,screening_prior,Meta OPT release blog,https://ai.facebook.com/blog/opt/,pretraining,screening_prior,OPT release blog | Meta,https://ai.facebook.com/blog/opt/,no,OPT release blog describing dense decoder transformer,https://ai.facebook.com/blog/opt/,standard_gpu_cluster,,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0000,1.0000,1.0000,0.9500,1.0500,1.1500,652221017.8818,661313201.4901,756116091.4164,141.9631,144.0840,190.3287,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
gpt-5.4,GPT-5.4,openai,api,closed,United States or Europe,multi_region,OpenAI data residency and models documentation,https://developers.openai.com/api/docs/models,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,1800,1800,estimated,low,Project screening frontier-family proxy for GPT-5.x closed models,https://openai.com/index/introducing-gpt-5-4/,Closed-model family proxy retained because OpenAI does not publish a parameter count for GPT-5.4.,"text,image",text,400000,128000,yes,Closed multimodal model; official docs expose capabilities and token limits but not architecture details or parameter count.,GPT-5.4 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4,GPT-5.4 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4,GPT-5.4 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4,2026-03-05,Introducing GPT-5.4 | OpenAI,https://openai.com/index/introducing-gpt-5-4/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,2105.1862,2380.5817,2702.8316,1.9410,2.7897,4.1265,0.7473,1.0740,1.5887,67.1586,96.5236,142.7769,25.8566,37.1604,54.9690,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",36.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,GPT-5.4 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,19467918309.6618,60344154826.5837,180877707513.6638,2197.2299,5467.0293,19308.2099,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
gpt-5.4-pro,GPT-5.4-pro,openai,api,closed,United States or Europe,multi_region,OpenAI data residency and models documentation,https://developers.openai.com/api/docs/models,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,1800,1800,estimated,low,Project screening frontier-family proxy for GPT-5.x closed models,https://openai.com/index/introducing-gpt-5-4/,Same retained frontier-family proxy as GPT-5.4; OpenAI documents the product tier but not a distinct parameter count.,"text,image",text,400000,128000,yes,Closed multimodal model; official docs expose capabilities and token limits but not architecture details or parameter count.,GPT-5.4-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-pro,GPT-5.4-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-pro,GPT-5.4-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-pro,2026-03-05,Introducing GPT-5.4-pro | OpenAI,https://openai.com/index/introducing-gpt-5-4/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,2105.1862,2380.5817,2702.8316,1.9410,2.7897,4.1265,0.7473,1.0740,1.5887,67.1586,96.5236,142.7769,25.8566,37.1604,54.9690,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",36.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,GPT-5.4-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-pro,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,19467918309.6618,60344154826.5837,180877707513.6638,2197.2299,5467.0293,19308.2099,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
gpt-5.4-mini,GPT-5.4 mini,openai,api,closed,United States or Europe,multi_region,OpenAI data residency and models documentation,https://developers.openai.com/api/docs/models,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,95,95,estimated,low,Project screening medium-size proxy anchored to the GPT-5.4 mini release line,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,Medium-size proxy retained for GPT-5.4 mini because OpenAI documents capabilities but does not publish a parameter count.,"text,image",text,400000,128000,yes,Closed multimodal model; official docs expose capabilities and token limits but not architecture details or parameter count.,GPT-5.4 mini model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-mini,GPT-5.4 mini model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-mini,GPT-5.4 mini model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-mini,2026-03-17,Introducing GPT-5.4 mini | OpenAI,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,111.1071,125.6418,142.6494,0.1593,0.1706,0.1880,0.0613,0.0657,0.0724,5.5118,5.9028,6.5048,2.1210,2.2732,2.5050,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",1.9000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,GPT-5.4 mini model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-mini,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,168088270.7747,168088270.7747,203759900.7892,48.3624,58.0163,95.9237,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
gpt-5.4-nano,GPT-5.4 nano,openai,api,closed,United States or Europe,multi_region,OpenAI data residency and models documentation,https://developers.openai.com/api/docs/models,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,95,95,estimated,low,Project screening medium-size proxy anchored to the GPT-5.4 nano release line,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,Medium-size proxy retained for GPT-5.4 nano because OpenAI documents capabilities but does not publish a parameter count.,"text,image",text,400000,128000,yes,Closed multimodal model; official docs expose capabilities and token limits but not architecture details or parameter count.,GPT-5.4 nano model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-nano,GPT-5.4 nano model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-nano,GPT-5.4 nano model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-nano,2026-03-17,Introducing GPT-5.4 nano | OpenAI,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,111.1071,125.6418,142.6494,0.1593,0.1706,0.1880,0.0613,0.0657,0.0724,5.5118,5.9028,6.5048,2.1210,2.2732,2.5050,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",1.9000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,GPT-5.4 nano model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.4-nano,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,168088270.7747,168088270.7747,203759900.7892,48.3624,58.0163,95.9237,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
gpt-5.5,GPT-5.5,openai,api,closed,United States or Europe,multi_region,OpenAI data residency and models documentation,https://developers.openai.com/api/docs/models,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,2000,2000,estimated,low,Project screening frontier-family proxy for the GPT-5.5 release line,https://openai.com/index/introducing-gpt-5-5/,Frontier-family proxy retained because OpenAI documents GPT-5.5 capabilities but not the parameter count.,"text,image",text,400000,128000,yes,Closed multimodal model; official docs expose capabilities and token limits but not architecture details or parameter count.,GPT-5.5 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5,GPT-5.5 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5,GPT-5.5 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5,2026-04-23,Introducing GPT-5.5 | OpenAI,https://openai.com/index/introducing-gpt-5-5/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,2339.0958,2645.0908,3003.1463,2.1229,3.0833,4.6093,0.8173,1.1871,1.7746,73.4523,106.6822,159.4818,28.2786,41.0737,61.4012,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",40.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,GPT-5.5 model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,22921531181.6659,74498956576.0293,231694192320.8785,2587.0189,6749.4189,24732.7332,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
gpt-5.5-pro,GPT-5.5-pro,openai,api,closed,United States or Europe,multi_region,OpenAI data residency and models documentation,https://developers.openai.com/api/docs/models,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,2000,2000,estimated,low,Project screening frontier-family proxy for the GPT-5.5 release line,https://openai.com/index/introducing-gpt-5-5/,Retained the GPT-5.5 frontier proxy for the Pro tier because OpenAI does not publish a separate parameter count.,"text,image",text,1050000,128000,yes,Closed multimodal model; official docs expose capabilities and token limits but not architecture details or parameter count.,GPT-5.5-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5-pro,GPT-5.5-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5-pro,GPT-5.5-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5-pro,2026-04-23,Introducing GPT-5.5-pro | OpenAI,https://openai.com/index/introducing-gpt-5-5/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,2399.8454,2759.5309,3180.2490,2.1696,3.2099,4.8951,0.8353,1.2358,1.8846,75.0682,111.0625,169.3705,28.9014,42.7587,65.2072,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",40.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,GPT-5.5-pro model docs | OpenAI API,https://developers.openai.com/api/docs/models/gpt-5.5-pro,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,22921531181.6659,74498956576.0293,231694192320.8785,2587.0189,6749.4189,24732.7332,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
claude-sonnet-4.6,Claude Sonnet 4.6,anthropic,api,closed,Not publicly specified,non_specified,Anthropic models overview,https://platform.claude.com/docs/en/about-claude/models/overview,US,screening_proxy,Project screening proxy when exact serving country is not publicly specified,,400,400,estimated,low,Project screening family proxy for Claude Sonnet 4.x,https://www.anthropic.com/news/claude-sonnet-4-6,Family proxy retained because Anthropic does not publish a parameter count for Claude Sonnet 4.6.,"text,image",text,1000000,64000,yes,Closed multimodal model; Anthropic documents token limits and vision support but does not publish architecture details or parameter count.,Models overview - Claude API Docs,https://platform.claude.com/docs/en/about-claude/models/overview,Models overview - Claude API Docs,https://platform.claude.com/docs/en/about-claude/models/overview,Models overview - Claude API Docs,https://platform.claude.com/docs/en/about-claude/models/overview,2026-02-17,Claude Sonnet 4.6 | Anthropic,https://www.anthropic.com/news/claude-sonnet-4-6,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,479.3548,550.7491,634.2591,0.5518,0.6944,0.9006,0.2124,0.2673,0.3467,19.0923,24.0262,31.1608,7.3490,9.2486,11.9958,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",8.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Models overview - Claude API Docs,https://platform.claude.com/docs/en/about-claude/models/overview,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,1891647099.6057,2979958263.0412,5276374802.0815,552.0134,649.2599,990.6553,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
